LSOA,Avg_Sentiment_Score,Place_Count,Sentiment_Std,Most_Common_Category,Avg_Rating,Total_Reviews
E01004033,0.65,3,0.052,Positive,4.667,312
E01004035,0.769,1,,Very Positive,4.6,4749
E01004048,0.654,2,0.039,Positive,3.9,89
E01004051,0.724,1,,Very Positive,4.3,21
E01004054,0.513,4,0.342,Positive,4.425,262
E01004056,0.614,1,,Positive,4.4,126
E01004058,0.552,1,,Neutral,4.6,305
E01004059,0.482,1,,Negative,3.0,2
E01004062,0.638,2,0.004,Positive,3.95,220
E01004063,0.577,1,,Neutral,3.7,110
E01004065,0.616,1,,Positive,5.0,3
E01004066,0.613,1,,Positive,5.0,4
E01004067,0.81,1,,Very Positive,2.9,99
E01004069,0.552,1,,Neutral,3.7,3
E01004070,0.75,1,,Very Positive,4.4,135
E01004074,0.601,1,,Positive,4.4,16
E01004075,0.642,1,,Positive,4.5,95
E01004076,0.57,6,0.122,Negative,4.0,3631
E01004077,0.496,1,,Negative,4.3,16
E01004078,0.455,2,0.014,Negative,4.4,14
E01004082,0.378,1,,Very Negative,3.7,3
E01004086,0.312,4,0.367,Very Negative,4.85,13
E01004089,0.637,1,,Positive,3.8,18
E01004090,0.607,2,0.169,Negative,3.5,12
E01004091,0.407,2,0.575,Very Negative,4.85,222
E01004092,0.622,1,,Positive,4.4,19
E01004093,0.63,1,,Positive,4.3,682
E01004094,0.341,2,0.482,Positive,4.7,27
E01004099,0.576,6,0.1,Positive,4.483,1793
E01004100,0.676,1,,Positive,4.9,26
E01004102,0.548,3,0.067,Neutral,4.667,1045
E01004103,0.672,1,,Positive,3.1,52
E01004104,0.787,1,,Very Positive,4.8,21
E01004105,0.654,1,,Positive,4.8,32
E01004106,0.633,1,,Positive,4.5,77
E01004108,0.571,2,0.244,Very Negative,3.95,13
E01004109,0.605,1,,Positive,4.0,2
E01004110,0.537,8,0.231,Neutral,4.05,129
E01004111,0.624,3,0.033,Positive,4.667,912
E01004112,0.707,1,,Very Positive,3.1,108
E01004115,0.563,1,,Neutral,3.5,8
E01004118,0.583,3,0.085,Negative,3.667,318
E01004119,0.644,1,,Positive,4.4,7
E01004121,0.472,2,0.165,Neutral,4.8,36
E01004123,0.697,2,0.129,Positive,4.65,293
E01004125,0.931,1,,Very Positive,5.0,2
E01004128,0.647,2,0.038,Positive,3.8,755
E01004130,0.599,2,0.041,Neutral,4.2,60
E01004131,0.685,1,,Positive,5.0,5
E01004134,0.599,2,0.182,Negative,4.75,218
E01004137,0.711,3,0.144,Very Positive,3.667,1442
E01004138,0.678,2,0.059,Positive,4.4,172
E01004139,0.611,2,0.117,Neutral,3.55,48
E01004140,0.656,2,0.22,Neutral,4.8,40
E01004142,0.468,23,0.243,Neutral,4.313,4963
E01004143,0.822,1,,Very Positive,4.5,6
E01004144,0.52,1,,Neutral,3.5,2
E01004145,0.7,3,0.147,Neutral,4.7,254
E01004146,0.449,2,0.143,Neutral,4.3,330
E01004148,0.616,2,0.108,Neutral,4.1,14
E01004150,0.833,1,,Very Positive,5.0,5
E01004152,0.663,3,0.122,Neutral,4.2,107
E01004153,0.532,1,,Neutral,4.1,23
E01004155,0.663,1,,Positive,2.5,110
E01004156,0.558,2,0.098,Negative,4.45,140
E01004158,0.735,1,,Very Positive,4.9,18
E01004159,0.631,1,,Positive,4.1,48
E01004161,0.614,2,0.083,Neutral,4.25,260
E01004162,0.699,4,0.105,Very Positive,4.425,112
E01004164,0.3,2,0.424,Positive,3.85,96
E01004165,0.648,2,0.012,Positive,4.85,14
E01004166,0.514,4,0.348,Very Positive,4.6,377
E01004168,0.617,2,0.144,Neutral,4.55,45
E01004170,0.61,3,0.066,Positive,4.6,63
E01004176,0.609,2,0.042,Neutral,3.9,812
E01004177,0.558,2,0.121,Negative,3.3,110
E01004178,0.0,3,0.0,Very Negative,4.167,4
E01004180,0.561,1,,Neutral,4.3,28
E01004182,0.68,1,,Positive,3.0,2
E01004183,0.776,2,0.2,Positive,4.5,28
E01004186,0.346,2,0.49,Positive,4.7,25
E01004190,0.521,1,,Neutral,3.3,3
E01004191,0.562,1,,Neutral,5.0,1
E01004195,0.632,1,,Positive,5.0,1
E01004197,0.569,7,0.184,Neutral,4.329,109
E01004198,0.334,2,0.473,Positive,3.7,590
E01004199,0.656,2,0.036,Positive,4.25,122
E01004200,0.56,4,0.392,Very Positive,4.475,27
E01004204,0.899,1,,Very Positive,5.0,1
E01004207,0.461,2,0.092,Neutral,3.2,144
E01004208,0.645,5,0.094,Neutral,3.62,1145
E01004209,0.697,2,0.198,Neutral,4.15,614
E01004212,0.62,2,0.019,Positive,3.2,175
E01004215,0.64,5,0.042,Positive,4.08,1066
E01004217,0.4,4,0.15,Very Negative,4.4,3765
E01004219,0.412,4,0.275,Neutral,4.4,141
E01004221,0.441,4,0.313,Negative,3.8,106
E01004223,0.523,8,0.223,Neutral,4.562,556
E01004224,0.671,2,0.002,Positive,4.5,49
E01004225,0.506,5,0.301,Very Positive,3.66,692
E01004229,0.0,1,,Very Negative,5.0,1
E01004231,0.58,2,0.055,Neutral,3.8,24
E01004232,0.455,4,0.311,Neutral,4.75,523
E01004234,0.632,4,0.077,Neutral,4.75,16139
E01004237,0.775,1,,Very Positive,2.9,8
E01004238,0.48,2,0.018,Negative,4.1,83
E01004239,0.757,1,,Very Positive,3.0,10
E01004240,0.237,2,0.336,Negative,5.0,2
E01004242,0.647,2,0.181,Neutral,4.6,82
E01004243,0.685,3,0.263,Neutral,4.033,18
E01004244,0.371,5,0.345,Neutral,4.14,60
E01004246,0.431,6,0.217,Neutral,3.967,71
E01004247,0.598,5,0.076,Positive,3.82,3310
E01004248,0.527,2,0.084,Negative,4.55,24
E01004249,0.659,3,0.193,Negative,4.1,494
E01004250,0.501,2,0.015,Negative,4.15,8
E01004251,0.765,1,,Very Positive,4.2,16
E01004252,0.29,2,0.409,Neutral,2.95,19
E01004253,0.611,7,0.115,Positive,4.486,1284
E01004254,0.538,6,0.271,Positive,4.133,464
E01004255,0.617,3,0.074,Positive,3.633,73
E01004256,0.433,4,0.3,Negative,4.275,157
E01004257,0.662,5,0.051,Positive,4.18,484
E01004259,0.629,4,0.046,Neutral,4.525,5578
E01004260,0.658,1,,Positive,3.8,11
E01004261,0.606,7,0.075,Positive,4.114,983
E01004262,0.556,3,0.288,Neutral,3.867,23
E01004267,0.562,2,0.081,Neutral,4.5,282
E01004268,0.0,1,,Very Negative,5.0,3
E01004269,0.499,5,0.292,Positive,4.54,316
E01004270,0.704,2,0.148,Neutral,2.75,327
E01004271,0.325,2,0.459,Positive,3.0,11
E01004272,0.514,5,0.294,Positive,4.42,88
E01004273,0.604,2,0.049,Neutral,4.35,636
E01004277,0.632,23,0.182,Neutral,4.291,14873
E01004281,0.519,1,,Neutral,5.0,14
E01004284,0.631,1,,Positive,4.3,6
E01004285,0.532,1,,Neutral,4.7,143
E01004286,0.652,3,0.012,Positive,4.667,187
E01004287,0.471,1,,Negative,5.0,1
E01004290,0.718,1,,Very Positive,4.3,1849
E01004291,0.551,1,,Neutral,4.4,39
E01004293,0.647,9,0.092,Positive,4.5,128497
E01004294,0.385,3,0.337,Neutral,4.2,2372
E01004300,0.589,1,,Neutral,4.2,19
E01004302,0.553,1,,Neutral,5.0,1
E01004303,0.586,3,0.153,Positive,4.533,5006
E01004304,0.657,1,,Positive,3.8,57
E01004306,0.643,3,0.053,Positive,4.4,520
E01004307,0.691,9,0.088,Positive,4.256,34633
E01004309,0.269,4,0.314,Very Negative,3.825,2793
E01004310,0.519,1,,Neutral,2.4,226
E01004313,0.0,1,,Very Negative,5.0,1
E01004314,0.667,1,,Positive,5.0,1
E01004317,0.633,3,0.177,Very Positive,4.233,1289
E01004319,0.636,1,,Positive,4.2,59
E01004321,0.689,1,,Positive,4.5,52
E01004322,0.632,3,0.153,Neutral,3.333,1621
E01004325,0.589,1,,Neutral,4.7,3
E01004327,0.497,1,,Negative,4.3,6
E01004329,0.671,1,,Positive,4.7,19
E01004336,0.538,1,,Neutral,4.0,265
E01004339,0.623,1,,Positive,4.3,32
E01004340,0.57,1,,Neutral,4.7,43
E01004341,0.0,1,,Very Negative,5.0,1
E01004342,0.663,5,0.106,Neutral,3.92,740
E01004344,0.221,3,0.383,Very Negative,3.4,44
E01004345,0.598,4,0.286,Negative,4.65,17
E01004346,0.795,1,,Very Positive,4.9,15
E01004347,0.574,5,0.096,Neutral,4.24,4421
E01004348,0.84,2,0.027,Very Positive,4.75,534
E01004349,0.607,1,,Positive,4.7,3
E01004352,0.632,2,0.007,Positive,4.15,417
E01004354,0.417,5,0.273,Neutral,4.62,141
E01004355,0.601,1,,Positive,4.5,773
E01004357,0.87,1,,Very Positive,4.5,2
E01004358,0.633,1,,Positive,5.0,4
E01004362,0.428,5,0.391,Very Negative,4.9,230
E01004363,0.696,2,0.242,Neutral,3.85,1270
E01004364,0.755,3,0.102,Very Positive,3.467,17
E01004365,0.677,1,,Positive,3.5,2
E01004366,0.625,2,0.169,Neutral,4.75,47
E01004370,0.528,1,,Neutral,3.6,51
E01004373,0.755,1,,Very Positive,5.0,2
E01004375,0.646,2,0.047,Positive,3.5,205
E01004377,0.495,4,0.344,Neutral,4.5,23
E01004379,0.641,1,,Positive,3.0,1
E01004380,0.613,1,,Positive,3.3,3
E01004381,0.282,2,0.398,Neutral,3.15,7
E01004386,0.747,1,,Very Positive,4.7,30
E01004388,0.741,1,,Very Positive,4.5,41
E01004391,0.489,6,0.124,Neutral,4.25,2894
E01004392,0.479,5,0.298,Neutral,3.32,82
E01004393,0.535,4,0.372,Very Positive,3.925,7
E01004394,0.59,2,0.226,Negative,4.75,5
E01004395,0.574,5,0.095,Neutral,4.72,72
E01004397,0.554,16,0.2,Neutral,3.781,7766
E01004399,0.554,3,0.052,Neutral,4.3,835
E01004400,0.548,1,,Neutral,4.4,349
E01004401,0.708,4,0.065,Positive,4.4,168
E01004402,0.551,3,0.478,Very Positive,4.1,62
E01004403,0.684,2,0.169,Neutral,4.6,48
E01004404,0.718,1,,Very Positive,5.0,10
E01004405,0.624,1,,Positive,2.3,167
E01004406,0.709,2,0.119,Positive,4.75,53
E01004407,0.54,1,,Neutral,3.4,5
E01004409,0.616,6,0.131,Negative,4.683,632
E01004410,0.617,4,0.143,Negative,4.575,136
E01004411,0.301,2,0.426,Positive,4.65,25
E01004412,0.813,1,,Very Positive,5.0,11
E01004414,0.698,1,,Positive,4.5,17
E01004415,0.598,1,,Neutral,4.6,35
E01004417,0.812,1,,Very Positive,4.7,130
E01004418,0.538,1,,Neutral,4.5,13
E01004419,0.751,1,,Very Positive,5.0,6
E01004420,0.739,1,,Very Positive,4.6,42
E01004424,0.643,2,0.168,Neutral,4.4,110
E01004425,0.748,1,,Very Positive,4.7,12
E01004430,0.599,2,0.056,Neutral,4.2,885
E01004432,0.738,1,,Very Positive,4.4,351
E01004434,0.716,1,,Very Positive,4.5,1950
E01004436,0.573,1,,Neutral,1.0,3
E01004438,0.703,4,0.041,Positive,4.425,118
E01004440,0.534,2,0.063,Negative,4.05,225
E01004443,0.633,3,0.189,Negative,3.433,561
E01004444,0.539,1,,Neutral,4.7,7
E01004445,0.593,2,0.055,Neutral,3.9,58
E01004448,0.556,1,,Neutral,4.2,9
E01004449,0.608,1,,Positive,4.3,347
E01004452,0.603,1,,Positive,4.9,9
E01004453,0.673,1,,Positive,4.1,2468
E01004455,0.526,2,0.041,Negative,4.05,37
E01004456,0.728,1,,Very Positive,5.0,2
E01004457,0.555,1,,Neutral,2.7,67
E01004459,0.813,1,,Very Positive,5.0,10
E01004460,0.369,6,0.288,Neutral,4.367,1984
E01004462,0.753,2,0.017,Very Positive,4.85,39
E01004464,0.552,5,0.07,Neutral,3.66,101
E01004466,0.734,2,0.1,Positive,4.35,101
E01004467,0.588,3,0.158,Negative,4.533,19
E01004468,0.421,2,0.596,Very Negative,4.5,8
E01004469,0.351,2,0.496,Very Negative,4.4,180
E01004470,0.779,1,,Very Positive,4.4,5
E01004471,0.253,2,0.357,Neutral,3.95,29
E01004474,0.674,3,0.151,Very Positive,3.967,154
E01004476,0.608,4,0.134,Very Positive,3.775,186
E01004477,0.886,1,,Very Positive,5.0,12
E01004478,0.578,1,,Neutral,4.0,7
E01004481,0.497,1,,Negative,4.2,74
E01004483,0.575,1,,Neutral,5.0,2
E01004484,0.694,1,,Positive,4.5,3252
E01004485,0.828,1,,Very Positive,4.9,8
E01004486,0.681,1,,Positive,4.6,38
E01004487,0.495,1,,Negative,5.0,3
E01004492,0.705,2,0.023,Positive,4.6,393
E01004496,0.642,2,0.149,Neutral,4.5,54
E01004497,0.644,2,0.01,Positive,4.0,215
E01004506,0.282,1,,Very Negative,5.0,1
E01004507,0.642,2,0.007,Positive,4.45,75
E01004508,0.604,3,0.126,Negative,4.033,35
E01004509,0.515,23,0.283,Very Positive,4.117,818
E01004510,0.497,7,0.257,Positive,4.829,71
E01004511,0.696,3,0.148,Positive,4.8,72
E01004512,0.613,1,,Positive,4.5,67
E01004513,0.551,5,0.099,Neutral,4.22,89
E01004514,0.415,6,0.328,Neutral,4.333,68
E01004523,0.0,1,,Very Negative,4.3,3
E01004525,0.632,3,0.074,Neutral,4.3,290
E01004527,0.749,1,,Very Positive,4.4,96
E01004529,0.564,3,0.077,Negative,3.933,291
E01004534,0.555,1,,Neutral,3.8,10
E01004535,0.628,2,0.094,Neutral,4.3,391
E01004536,0.558,2,0.076,Neutral,4.6,128
E01004537,0.591,3,0.108,Neutral,4.433,48
E01004540,0.562,2,0.142,Negative,4.5,100
E01004542,0.444,1,,Negative,3.7,3
E01004543,0.801,2,0.14,Very Positive,4.1,10
E01004545,0.62,2,0.231,Negative,4.4,65
E01004548,0.743,3,0.176,Very Positive,4.233,15
E01004551,0.521,14,0.242,Neutral,3.993,2013
E01004552,0.828,1,,Very Positive,5.0,2
E01004553,0.667,4,0.15,Neutral,4.15,91
E01004554,0.439,1,,Negative,4.8,4
E01004557,0.595,2,0.104,Neutral,4.55,42
E01004558,0.667,5,0.106,Neutral,4.68,3319
E01004560,0.613,9,0.242,Very Positive,4.622,27133
E01004562,0.662,3,0.181,Neutral,4.667,497
E01004565,0.558,1,,Neutral,4.7,113
E01004568,0.608,2,0.005,Positive,3.35,705
E01004569,0.67,2,0.017,Positive,4.5,104
E01004572,0.527,4,0.105,Negative,4.575,137
E01004573,0.605,9,0.081,Positive,4.644,168
E01004580,0.593,3,0.166,Negative,4.2,79
E01004581,0.378,1,,Very Negative,3.0,2
E01004583,0.669,3,0.131,Neutral,4.267,53
E01004584,0.0,2,0.0,Very Negative,4.35,5
E01004586,0.626,1,,Positive,4.4,38
E01004588,0.358,5,0.337,Very Negative,3.72,129
E01004591,0.88,1,,Very Positive,5.0,1
E01004594,0.59,2,0.161,Negative,4.45,160
E01004595,0.619,1,,Positive,3.1,90
E01004598,0.642,1,,Positive,4.4,55
E01004600,0.548,13,0.282,Neutral,3.808,12953
E01004601,0.668,5,0.079,Positive,4.1,2265
E01004604,0.534,1,,Neutral,4.4,13
E01004605,0.575,1,,Neutral,4.4,435
E01004608,0.689,2,0.069,Positive,4.1,15
E01004609,0.593,4,0.056,Neutral,3.85,2783
E01004610,0.715,1,,Very Positive,4.1,27
E01004612,0.634,1,,Positive,4.8,10
E01004614,0.775,1,,Very Positive,4.7,25
E01004615,0.633,1,,Positive,3.6,44
E01004617,0.6,2,0.113,Neutral,4.1,1449
E01004619,0.622,1,,Positive,5.0,1
E01004620,0.258,3,0.447,Very Negative,5.0,6
E01004621,0.588,5,0.219,Very Positive,3.88,182
E01004622,0.656,2,0.143,Neutral,4.6,59
E01004624,0.676,3,0.086,Very Positive,4.567,50
E01004625,0.558,1,,Neutral,4.7,88
E01004627,0.619,3,0.232,Very Positive,4.567,209
E01004628,0.807,1,,Very Positive,3.9,55
E01004631,0.688,1,,Positive,4.8,57
E01004632,0.599,1,,Neutral,4.3,71
E01004633,0.545,1,,Neutral,4.5,8
E01004644,0.576,1,,Neutral,3.9,246
E01004649,0.602,2,0.175,Negative,3.7,176
E01004651,0.67,1,,Positive,4.9,31
E01004652,0.632,3,0.033,Positive,4.333,274
E01004653,0.759,2,0.0,Very Positive,4.4,67
E01004654,0.63,1,,Positive,3.5,142
E01004656,0.656,2,0.2,Neutral,4.45,69
E01004657,0.567,3,0.045,Neutral,3.5,447
E01004659,0.403,2,0.22,Neutral,2.65,90
E01004660,0.668,3,0.119,Neutral,4.133,20494
E01004661,0.434,4,0.31,Negative,4.225,1211
E01004662,0.569,2,0.008,Neutral,4.65,9
E01004663,0.626,1,,Positive,3.6,378
E01004666,0.656,2,0.111,Neutral,3.05,1074
E01004680,0.758,2,0.039,Very Positive,4.45,107
E01004681,0.825,2,0.009,Very Positive,4.9,30
E01004682,0.587,2,0.005,Neutral,4.05,142
E01004686,0.46,1,,Negative,4.3,91
E01004688,0.511,22,0.269,Neutral,4.573,74619
E01004689,0.638,17,0.091,Positive,4.294,176293
E01004690,0.679,5,0.157,Neutral,4.42,1683
E01004691,0.675,2,0.173,Neutral,3.85,374
E01004692,0.691,2,0.077,Positive,4.8,961
E01004693,0.744,1,,Very Positive,4.8,80
E01004695,0.565,6,0.114,Neutral,3.95,591
E01004698,0.509,1,,Neutral,3.5,2
E01004700,0.624,2,0.082,Neutral,4.5,433
E01004702,0.632,2,0.148,Neutral,4.1,251
E01004703,0.496,1,,Negative,4.3,75
E01004706,0.683,1,,Positive,4.6,2314
E01004712,0.664,2,0.052,Positive,4.3,276
E01004713,0.678,8,0.041,Positive,3.812,757
E01004714,0.727,4,0.067,Very Positive,4.45,9298
E01004715,0.529,11,0.209,Negative,4.355,297
E01004716,0.629,7,0.127,Positive,4.4,1881
E01004717,0.724,3,0.05,Very Positive,4.667,1037
E01004721,0.6,1,,Neutral,4.5,56
E01004726,0.612,1,,Positive,4.0,248
E01004727,0.645,13,0.071,Positive,4.485,90179
E01004730,0.731,3,0.022,Very Positive,4.567,126400
E01004731,0.561,30,0.153,Neutral,4.307,88661
E01004732,0.631,4,0.089,Neutral,4.475,69
E01004733,0.569,26,0.156,Neutral,4.238,142558
E01004734,0.621,17,0.095,Neutral,4.153,122550
E01004735,0.682,14,0.1,Positive,4.321,17867
E01004736,0.587,28,0.226,Positive,4.364,424107
E01004737,0.768,1,,Very Positive,5.0,5
E01004739,0.749,1,,Very Positive,5.0,98
E01004741,0.588,2,0.009,Neutral,4.35,443
E01004742,0.686,2,0.038,Positive,4.1,146
E01004743,0.477,3,0.139,Neutral,4.267,526
E01004744,0.59,5,0.137,Positive,4.28,237
E01004745,0.606,4,0.021,Positive,4.475,21017
E01004748,0.69,4,0.101,Very Positive,4.25,9095
E01004749,0.619,4,0.095,Neutral,3.65,836
E01004750,0.599,11,0.048,Neutral,3.936,11290
E01004751,0.43,2,0.086,Negative,2.85,13
E01004760,0.578,1,,Neutral,4.0,18
E01004761,0.618,13,0.199,Positive,4.277,10193
E01004762,0.363,3,0.316,Neutral,3.7,148
E01004763,0.665,9,0.095,Very Positive,4.422,8534
E01004765,0.64,17,0.187,Positive,4.247,5377
E01032562,0.502,3,0.439,Positive,4.667,222
E01032564,0.0,1,,Very Negative,4.3,3
E01032567,0.502,2,0.174,Positive,3.95,12
E01032568,0.649,2,0.021,Positive,4.4,19
E01032569,0.454,1,,Negative,4.8,5
E01032573,0.629,2,0.049,Neutral,4.65,1327
E01032574,0.7,3,0.074,Very Positive,3.267,1713
E01032575,0.627,2,0.021,Positive,4.0,109
E01032579,0.6,1,,Neutral,4.7,9
E01032582,0.636,7,0.095,Positive,4.3,20339
E01032583,0.699,4,0.115,Positive,4.5,447
E01032584,0.507,2,0.314,Very Negative,3.85,830
E01032623,0.53,1,,Neutral,4.4,64
E01032637,0.745,2,0.184,Positive,4.45,784
E01032640,0.678,2,0.043,Positive,4.35,1137
E01032646,0.637,5,0.035,Positive,4.5,208
E01032719,0.525,2,0.05,Negative,4.45,332
E01032720,0.614,2,0.092,Neutral,4.15,973
E01032739,0.588,89,0.154,Positive,4.22,122295
E01032740,0.596,18,0.244,Very Positive,4.6,5715
E01032741,0.534,11,0.223,Negative,4.145,9685
E01032742,0.659,6,0.094,Positive,3.95,4925
E01032764,0.632,7,0.115,Positive,4.657,327
E01032766,0.485,1,,Negative,4.5,30
E01032767,0.75,1,,Very Positive,4.8,75
E01032769,0.531,1,,Neutral,4.1,115
E01032771,0.59,28,0.231,Positive,4.143,8306
E01032776,0.333,1,,Very Negative,5.0,3
E01032777,0.772,4,0.147,Very Positive,4.55,543
E01032778,0.628,5,0.098,Positive,4.28,1604
E01032780,0.643,9,0.043,Positive,4.344,1206
E01032782,0.707,1,,Very Positive,4.0,5
E01032786,0.695,1,,Positive,4.9,15
E01032788,0.874,1,,Very Positive,4.4,773
E01032803,0.434,3,0.376,Positive,4.867,2040
E01032834,0.362,1,,Very Negative,4.1,8
E01033030,0.634,3,0.067,Positive,3.8,2183
E01033081,0.583,1,,Neutral,3.9,10
E01033082,0.579,2,0.134,Negative,3.8,25
E01033083,0.553,6,0.219,Very Negative,3.817,13017
E01033084,0.659,7,0.074,Positive,4.243,190
E01033085,0.416,4,0.278,Neutral,4.75,8
E01033093,0.56,2,0.064,Neutral,4.55,2456
E01033098,0.459,2,0.026,Negative,4.65,8
E01033099,0.538,3,0.084,Negative,4.567,247
E01033101,0.356,4,0.29,Very Negative,4.45,15
E01033132,0.599,3,0.155,Negative,4.4,389
E01033150,0.545,2,0.051,Neutral,4.7,21
E01033151,0.474,1,,Negative,3.8,18
E01033153,0.75,1,,Very Positive,4.7,11
E01033207,0.78,1,,Very Positive,4.6,180
E01033320,0.265,3,0.459,Very Negative,4.0,6
E01033322,0.774,1,,Very Positive,5.0,142
E01033327,0.497,12,0.248,Neutral,3.917,13964
E01033341,0.489,7,0.237,Negative,3.686,80
E01033424,0.546,29,0.206,Neutral,4.203,105355
E01033457,0.385,6,0.319,Very Negative,3.867,56
E01033486,0.53,1,,Neutral,4.5,312
E01033488,0.671,3,0.095,Positive,4.2,562
E01033489,0.818,1,,Very Positive,5.0,2
E01033490,0.621,2,0.097,Neutral,4.55,660
E01033491,0.418,4,0.336,Very Negative,4.15,66
E01033492,0.711,1,,Very Positive,4.1,101
E01033494,0.456,1,,Negative,4.3,160
E01033568,0.875,1,,Very Positive,5.0,1
E01033569,0.724,3,0.038,Very Positive,4.133,469
E01033570,0.616,4,0.157,Negative,4.375,1743
E01033571,0.436,1,,Negative,4.3,3
E01033572,0.75,2,0.012,Very Positive,4.8,18271
E01033574,0.616,2,0.077,Neutral,4.45,5146
E01033575,0.246,2,0.348,Negative,4.8,17
E01033576,0.556,2,0.009,Neutral,4.0,205
E01033577,0.414,2,0.001,Negative,3.4,14
E01033578,0.627,3,0.022,Positive,4.233,18436
E01033579,0.185,3,0.32,Very Negative,3.333,3
E01033581,0.649,3,0.151,Negative,4.467,10913
E01033582,0.532,4,0.097,Neutral,4.225,800
E01033583,0.519,14,0.238,Positive,3.9,175758
E01033585,0.683,1,,Positive,2.0,104
E01033586,0.619,3,0.033,Positive,4.567,1336
E01033587,0.446,3,0.387,Positive,4.533,24
E01033589,0.525,10,0.32,Very Positive,3.91,478
E01033591,0.401,6,0.445,Very Negative,3.967,69
E01033594,0.591,4,0.085,Neutral,4.0,1601
E01033595,0.553,22,0.245,Positive,4.359,10561
E01033596,0.715,4,0.051,Very Positive,4.0,1686
E01033597,0.353,2,0.5,Very Negative,4.3,107
E01033598,0.0,1,,Very Negative,3.0,2
E01033599,0.759,1,,Very Positive,3.9,39
E01033603,0.421,1,,Negative,3.2,70
E01033604,0.705,2,0.019,Positive,3.9,242
E01033698,0.345,2,0.488,Positive,4.3,96
E01033699,0.561,2,0.086,Neutral,3.95,102
E01033700,0.434,6,0.346,Positive,4.033,119
E01033701,0.617,3,0.043,Neutral,4.433,379
E01033704,0.459,9,0.211,Neutral,4.033,184
E01033706,0.741,4,0.131,Very Positive,3.525,263
E01033707,0.565,1,,Neutral,4.3,316
E01033708,0.577,7,0.091,Positive,4.114,327
E01033712,0.53,5,0.303,Positive,4.48,277
E01033713,0.649,1,,Positive,4.4,2233
E01033724,0.555,10,0.215,Positive,4.34,88
E01033725,0.33,9,0.27,Very Negative,3.733,608
E01033726,0.0,1,,Very Negative,5.0,2
E01033727,0.522,2,0.22,Positive,4.85,7
E01033728,0.565,1,,Neutral,4.2,69
E01033729,0.451,4,0.301,Neutral,4.6,156
E01033730,0.563,2,0.032,Neutral,4.0,24
E01033731,0.464,13,0.271,Neutral,4.138,550
E01033733,0.573,2,0.02,Neutral,4.45,2581
E01033734,0.53,1,,Neutral,4.4,24
E01033735,0.483,14,0.258,Very Negative,4.15,263
E01033736,0.549,3,0.048,Neutral,4.667,45
E01033737,0.514,10,0.229,Neutral,3.8,1048
E01033738,0.665,1,,Positive,4.1,198
E01033743,0.616,3,0.072,Positive,4.033,1541
E01033744,0.721,2,0.112,Positive,4.9,30
