LSOA,Avg_Sentiment_Score,Place_Count,Sentiment_Std,Most_Common_Category,Avg_Rating,Total_Reviews
E01002015,0.612,1,,Positive,4.5,1549
E01002016,0.935,1,,Very Positive,5.0,2
E01002017,0.535,3,0.114,Negative,3.7,41
E01002018,0.64,1,,Positive,3.9,10
E01002019,0.527,6,0.294,Positive,3.85,419
E01002020,0.717,1,,Very Positive,5.0,3
E01002022,0.597,12,0.208,Positive,4.4,107
E01002023,0.678,2,0.017,Positive,4.8,85
E01002025,0.434,2,0.105,Neutral,4.4,13
E01002026,0.446,7,0.271,Very Negative,4.271,182
E01002027,0.603,1,,Positive,4.6,5
E01002028,0.446,3,0.404,Neutral,4.067,518
E01002029,0.595,9,0.139,Neutral,4.033,503
E01002030,0.688,5,0.096,Very Positive,4.8,647
E01002031,0.422,3,0.375,Neutral,4.233,68
E01002033,0.658,1,,Positive,4.7,3
E01002034,0.545,6,0.284,Neutral,4.567,3375
E01002038,0.636,3,0.084,Neutral,4.333,37
E01002042,0.629,5,0.2,Very Positive,3.1,143
E01002043,0.552,1,,Neutral,3.5,6
E01002046,0.669,1,,Positive,4.1,41
E01002047,0.614,1,,Positive,4.7,15
E01002048,0.621,1,,Positive,4.6,127
E01002049,0.614,1,,Positive,4.3,1167
E01002051,0.6,1,,Positive,4.3,58
E01002052,0.609,2,0.042,Neutral,4.55,1714
E01002056,0.527,1,,Neutral,3.5,27
E01002059,0.632,1,,Positive,4.5,386
E01002061,0.677,1,,Positive,4.6,32
E01002062,0.72,1,,Very Positive,5.0,4
E01002066,0.447,5,0.261,Neutral,3.94,1047
E01002068,0.596,3,0.052,Positive,3.933,8583
E01002069,0.552,2,0.116,Negative,3.9,95
E01002072,0.0,1,,Very Negative,3.5,2
E01002075,0.665,1,,Positive,4.5,1255
E01002079,0.735,1,,Very Positive,3.9,177
E01002080,0.609,4,0.108,Neutral,3.825,554
E01002081,0.651,2,0.153,Neutral,4.05,19
E01002082,0.699,2,0.089,Positive,4.2,89
E01002084,0.658,2,0.036,Positive,4.25,1316
E01002085,0.419,5,0.277,Neutral,4.16,238
E01002086,0.662,1,,Positive,4.5,1516
E01002088,0.0,1,,Very Negative,4.3,3
E01002089,0.524,1,,Neutral,5.0,3
E01002091,0.416,1,,Negative,3.3,3
E01002093,0.577,1,,Neutral,4.4,5
E01002095,0.626,3,0.045,Positive,4.367,1733
E01002098,0.443,10,0.271,Very Negative,3.24,978
E01002099,0.445,3,0.421,Negative,3.533,11
E01002102,0.635,3,0.196,Negative,4.1,710
E01002103,0.58,1,,Neutral,4.1,84
E01002105,0.609,3,0.165,Negative,3.433,234
E01002106,0.679,1,,Positive,3.3,358
E01002109,0.769,2,0.05,Very Positive,4.4,43
E01002110,0.689,1,,Positive,4.6,45
E01002111,0.591,1,,Neutral,5.0,69
E01002112,0.325,2,0.46,Positive,2.6,117
E01002113,0.509,1,,Neutral,4.1,87
E01002114,0.593,3,0.054,Neutral,4.567,493
E01002115,0.507,1,,Neutral,3.9,498
E01002117,0.667,3,0.1,Very Positive,4.767,43
E01002118,0.638,2,0.044,Positive,4.4,112
E01002120,0.578,1,,Neutral,4.4,398
E01002123,0.718,1,,Very Positive,4.7,10
E01002126,0.501,13,0.25,Positive,4.138,596
E01002127,0.391,3,0.368,Negative,4.367,24
E01002128,0.68,1,,Positive,4.8,41
E01002129,0.566,21,0.237,Negative,4.3,18697
E01002130,0.339,13,0.306,Very Negative,4.331,1737
E01002132,0.497,1,,Negative,4.7,3
E01002133,0.491,2,0.015,Negative,3.7,134
E01002134,0.675,4,0.09,Positive,4.4,3375
E01002135,0.712,2,0.007,Very Positive,4.15,152
E01002137,0.607,4,0.05,Neutral,4.35,192
E01002138,0.681,1,,Positive,5.0,1
E01002139,0.618,1,,Positive,5.0,12
E01002140,0.419,1,,Negative,4.5,6
E01002141,0.83,1,,Very Positive,4.9,16
E01002144,0.504,8,0.206,Neutral,4.462,231
E01002145,0.507,4,0.121,Neutral,4.5,80
E01002150,0.356,5,0.339,Very Negative,4.7,1276
E01002151,0.0,1,,Very Negative,4.0,1
E01002153,0.648,2,0.143,Neutral,4.4,129
E01002154,0.676,4,0.03,Positive,4.05,862
E01002155,0.448,3,0.121,Very Negative,4.667,11
E01002156,0.587,1,,Neutral,4.5,63
E01002157,0.414,2,0.079,Negative,3.6,48
E01002159,0.749,1,,Very Positive,3.9,9
E01002160,0.674,10,0.105,Positive,4.09,1419
E01002161,0.729,1,,Very Positive,4.4,41
E01002163,0.907,1,,Very Positive,4.9,22
E01002164,0.621,2,0.132,Neutral,4.5,549
E01002169,0.655,1,,Positive,4.3,698
E01002171,0.726,1,,Very Positive,4.8,19
E01002172,0.539,2,0.116,Negative,4.55,1095
E01002174,0.577,1,,Neutral,4.0,70
E01002177,0.692,2,0.262,Neutral,4.55,9
E01002178,0.613,1,,Positive,4.3,99
E01002179,0.59,9,0.132,Neutral,4.222,131
E01002180,0.542,14,0.192,Negative,4.171,2176
E01002181,0.866,1,,Very Positive,4.4,10
E01002182,0.839,1,,Very Positive,3.6,176
E01002183,0.308,2,0.435,Positive,4.0,3
E01002184,0.655,3,0.056,Positive,4.2,345
E01002188,0.527,1,,Neutral,2.0,1
E01002189,0.642,4,0.108,Neutral,3.575,2066
E01002191,0.681,2,0.084,Positive,4.75,788
E01002192,0.624,3,0.075,Positive,4.533,2343
E01002193,0.705,1,,Very Positive,4.5,65
E01002194,0.786,1,,Very Positive,4.9,19
E01002197,0.763,1,,Very Positive,4.7,18
E01002202,0.849,1,,Very Positive,4.7,18
E01002203,0.718,1,,Very Positive,2.9,245
E01002204,0.443,2,0.12,Neutral,4.25,116
E01002209,0.41,2,0.153,Neutral,4.3,43
E01002210,0.621,1,,Positive,4.4,24
E01002211,0.55,1,,Neutral,4.0,107
E01002218,0.408,1,,Negative,3.3,3
E01002219,0.705,2,0.093,Positive,2.4,35
E01002225,0.673,4,0.107,Very Positive,4.65,637
E01002226,0.683,1,,Positive,4.1,56
E01002228,0.547,2,0.022,Neutral,4.1,15
E01002229,0.704,1,,Very Positive,4.0,212
E01002232,0.665,3,0.085,Neutral,4.067,320
E01002233,0.626,4,0.106,Positive,4.6,238
E01002234,0.585,1,,Neutral,4.3,15
E01002235,0.604,2,0.119,Neutral,4.7,57
E01002236,0.696,3,0.11,Positive,4.3,20
E01002237,0.661,1,,Positive,4.2,22
E01002238,0.318,2,0.45,Positive,3.8,33
E01002240,0.475,3,0.432,Neutral,4.467,97
E01002243,0.666,7,0.148,Very Positive,3.857,152
E01002244,0.701,9,0.087,Very Positive,4.711,157
E01002245,0.0,1,,Very Negative,4.5,2
E01002246,0.726,1,,Very Positive,5.0,13
E01002247,0.63,3,0.104,Neutral,4.533,1763
E01002248,0.632,6,0.121,Neutral,3.967,1743
E01002249,0.662,8,0.14,Positive,4.012,152
E01002250,0.492,3,0.033,Negative,3.733,26
E01002253,0.506,1,,Neutral,4.2,43
E01002254,0.608,1,,Positive,3.4,5
E01002257,0.684,3,0.074,Very Positive,4.333,279
E01002259,0.575,1,,Neutral,4.3,49
E01002260,0.608,3,0.032,Positive,4.533,2593
E01002261,0.621,3,0.24,Negative,2.5,71
E01002262,0.694,5,0.135,Neutral,4.12,222
E01002263,0.583,4,0.114,Neutral,4.5,514
E01002264,0.681,1,,Positive,2.3,122
E01002265,0.636,1,,Positive,4.5,524
E01002266,0.558,1,,Neutral,4.2,182
E01002268,0.714,2,0.131,Positive,4.35,445
E01002270,0.574,2,0.016,Neutral,4.7,10
E01002272,0.665,1,,Positive,1.8,105
E01002274,0.262,2,0.37,Neutral,4.25,29
E01002276,0.241,4,0.28,Very Negative,4.175,13
E01002277,0.332,2,0.469,Positive,3.65,7
E01002279,0.587,1,,Neutral,4.9,7
E01002281,0.576,1,,Neutral,3.0,2
E01002282,0.598,6,0.073,Neutral,4.183,440
E01002285,0.675,1,,Positive,3.9,7
E01002288,0.767,1,,Very Positive,4.8,117
E01002291,0.717,2,0.241,Neutral,4.6,81
E01002293,0.643,5,0.205,Very Positive,4.6,843
E01002294,0.649,3,0.059,Neutral,3.5,47
E01002296,0.537,6,0.275,Positive,4.633,152
E01002300,0.756,2,0.157,Positive,3.1,16
E01002302,0.679,5,0.127,Neutral,4.2,160
E01002303,0.739,1,,Very Positive,4.6,11
E01002304,0.514,21,0.237,Neutral,4.605,2242
E01002305,0.523,2,0.171,Negative,4.65,12
E01002310,0.476,1,,Negative,3.8,9
E01002311,0.623,2,0.015,Positive,3.8,46
E01002314,0.777,1,,Very Positive,4.8,26
E01002315,0.701,1,,Very Positive,5.0,2
E01002316,0.75,1,,Very Positive,4.2,9
E01002317,0.6,2,0.018,Neutral,4.55,560
E01002320,0.536,2,0.091,Negative,4.2,103
E01002321,0.744,3,0.152,Very Positive,4.6,15
E01002322,0.506,1,,Neutral,5.0,1
E01002323,0.567,1,,Neutral,3.7,13
E01002324,0.63,2,0.038,Positive,4.75,10
E01002325,0.717,2,0.212,Neutral,4.55,27
E01002326,0.504,9,0.316,Positive,4.356,155
E01002327,0.678,2,0.027,Positive,4.3,357
E01002328,0.678,1,,Positive,4.5,33
E01002329,0.559,4,0.38,Very Positive,4.575,306
E01002331,0.617,1,,Positive,3.9,56
E01002332,0.605,2,0.166,Negative,3.95,135
E01002333,0.655,4,0.112,Neutral,4.825,37
E01002334,0.442,4,0.341,Very Negative,4.875,19
E01002335,0.829,1,,Very Positive,3.4,15
E01002336,0.505,3,0.444,Positive,4.9,40
E01002337,0.575,5,0.185,Neutral,3.68,3355
E01002339,0.384,2,0.543,Very Negative,5.0,3
E01002340,0.616,1,,Positive,4.0,20
E01002341,0.627,2,0.339,Very Negative,5.0,3
E01002343,0.592,1,,Neutral,4.3,4
E01002345,0.601,2,0.014,Neutral,4.6,489
E01002348,0.542,3,0.025,Neutral,4.7,181
E01002349,0.266,2,0.376,Neutral,4.75,7
E01002350,0.559,2,0.028,Neutral,4.35,716
E01002352,0.682,5,0.076,Positive,4.86,61
E01002353,0.63,12,0.056,Positive,4.033,4594
E01002354,0.685,2,0.079,Positive,4.25,637
E01002356,0.611,12,0.122,Neutral,3.908,11148
E01002358,0.744,4,0.099,Very Positive,4.475,54
E01002359,0.678,4,0.084,Very Positive,4.4,747
E01002360,0.586,2,0.043,Neutral,4.75,178
E01002361,0.319,6,0.37,Very Negative,3.983,66
E01002362,0.356,3,0.322,Negative,4.033,150
E01002365,0.587,4,0.117,Negative,4.3,59
E01002366,0.297,2,0.42,Neutral,4.85,101
E01002367,0.538,3,0.134,Negative,3.467,481
E01002370,0.608,1,,Positive,3.9,11
E01002372,0.658,2,0.163,Neutral,4.15,34
E01002374,0.488,1,,Negative,4.5,2
E01002377,0.581,6,0.173,Positive,4.35,153
E01002379,0.433,8,0.27,Neutral,4.375,148
E01002381,0.484,4,0.324,Positive,4.725,253
E01002384,0.588,1,,Neutral,3.8,264
E01002385,0.546,5,0.114,Neutral,4.18,913
E01002386,0.6,2,0.074,Neutral,4.35,50
E01002390,0.611,1,,Positive,4.3,27
E01002393,0.749,1,,Very Positive,2.3,55
E01002396,0.655,2,0.009,Positive,4.65,111
E01002399,0.63,2,0.046,Neutral,3.1,185
E01002401,0.601,2,0.014,Neutral,4.0,29
E01002402,0.582,2,0.0,Neutral,3.9,229
E01002405,0.474,1,,Negative,2.6,274
E01002406,0.602,3,0.099,Neutral,3.7,391
E01002409,0.651,1,,Positive,4.4,150
E01002410,0.581,1,,Neutral,4.4,32
E01002411,0.539,1,,Neutral,4.9,27
E01002412,0.643,4,0.131,Neutral,3.775,1405
E01002413,0.501,3,0.106,Neutral,4.267,206
E01002414,0.547,28,0.23,Very Positive,4.336,1368
E01002417,0.487,2,0.051,Negative,4.2,112
E01002421,0.66,2,0.012,Positive,4.15,46
E01002423,0.649,1,,Positive,4.5,40
E01002424,0.697,2,0.177,Neutral,3.35,218
E01002425,0.591,3,0.055,Positive,4.433,37
E01002432,0.671,3,0.169,Neutral,4.633,913
E01002433,0.666,2,0.025,Positive,4.65,986
E01002434,0.589,9,0.124,Neutral,4.367,869
E01002438,0.572,1,,Neutral,4.6,9
E01002439,0.67,4,0.075,Positive,4.625,467
E01002441,0.315,5,0.307,Very Negative,4.7,35
E01002443,0.554,4,0.099,Neutral,3.65,3913
E01002444,0.624,17,0.094,Neutral,3.976,7282
E01002447,0.792,1,,Very Positive,4.2,11
E01002448,0.817,2,0.058,Very Positive,2.75,306
E01002450,0.616,1,,Positive,4.3,146
E01002451,0.497,4,0.34,Neutral,4.45,50
E01002452,0.238,4,0.277,Very Negative,3.875,6
E01002453,0.507,2,0.014,Negative,4.65,33
E01002454,0.433,4,0.294,Neutral,4.525,67
E01002455,0.786,1,,Very Positive,4.6,9
E01002456,0.702,4,0.097,Positive,4.45,179
E01002458,0.658,5,0.116,Positive,4.2,460
E01002459,0.415,3,0.39,Negative,4.567,23
E01002460,0.613,9,0.114,Neutral,4.389,231
E01002461,0.461,9,0.283,Negative,4.644,24
E01002462,0.0,1,,Very Negative,5.0,1
E01002463,0.0,1,,Very Negative,5.0,3
E01002464,0.565,2,0.089,Neutral,4.15,140
E01002465,0.573,1,,Neutral,4.3,6
E01002468,0.832,1,,Very Positive,5.0,2
E01002469,0.59,1,,Neutral,4.5,21
E01002470,0.625,3,0.038,Positive,4.4,232
E01002472,0.708,2,0.21,Neutral,4.45,78
E01002473,0.634,2,0.087,Neutral,4.6,2115
E01002474,0.508,1,,Neutral,4.5,23
E01002475,0.625,1,,Positive,4.1,259
E01002477,0.808,1,,Very Positive,4.9,72
E01002478,0.743,1,,Very Positive,4.0,15
E01002483,0.507,3,0.092,Negative,4.3,80
E01002485,0.725,2,0.246,Neutral,4.55,43
E01002486,0.634,3,0.043,Positive,4.7,480
E01002492,0.597,1,,Neutral,3.0,4
E01002494,0.568,1,,Neutral,3.9,33
E01002495,0.494,2,0.005,Negative,3.95,43
E01002497,0.542,2,0.064,Negative,3.8,33
E01002498,0.555,3,0.064,Negative,4.667,50
E01002499,0.67,2,0.03,Positive,4.4,954
E01002501,0.746,1,,Very Positive,4.1,90
E01002503,0.869,1,,Very Positive,2.0,82
E01002504,0.687,3,0.018,Positive,4.367,1066
E01002505,0.232,2,0.328,Negative,3.2,26
E01002506,0.612,3,0.077,Neutral,3.767,120
E01002508,0.662,2,0.02,Positive,3.8,208
E01002509,0.687,2,0.007,Positive,4.7,1526
E01002512,0.613,11,0.09,Neutral,4.373,2030
E01002513,0.451,5,0.256,Neutral,4.32,219
E01002514,0.603,7,0.284,Very Positive,4.2,131
E01002515,0.528,13,0.191,Neutral,3.977,10117
E01002516,0.651,4,0.099,Very Positive,3.825,560
E01002518,0.698,2,0.159,Neutral,4.5,629
E01002519,0.55,3,0.073,Negative,4.3,115
E01002520,0.355,4,0.418,Very Negative,3.725,67
E01002521,0.601,24,0.176,Neutral,4.25,8285
E01002523,0.555,3,0.168,Positive,4.667,46
E01002525,0.615,2,0.066,Neutral,4.4,61
E01002526,0.705,2,0.227,Neutral,3.4,22
E01002527,0.493,1,,Negative,4.6,80
E01002529,0.497,3,0.083,Neutral,4.167,73
E01002530,0.621,1,,Positive,4.1,8
E01002532,0.673,2,0.115,Neutral,5.0,3
E01002534,0.815,1,,Very Positive,2.0,6
E01002535,0.674,8,0.093,Very Positive,4.238,355
E01002536,0.726,1,,Very Positive,4.7,19
E01002537,0.54,1,,Neutral,4.0,60
E01002538,0.617,2,0.032,Neutral,4.55,2043
E01002542,0.547,1,,Neutral,4.5,12
E01002548,0.716,6,0.153,Positive,3.517,334
E01002549,0.733,1,,Very Positive,5.0,5
E01002550,0.0,1,,Very Negative,3.7,3
E01002552,0.73,3,0.172,Very Positive,4.567,139
E01002554,0.525,16,0.249,Neutral,4.219,322
E01002557,0.669,1,,Positive,4.5,46
E01002558,0.657,1,,Positive,4.5,43
E01002559,0.52,1,,Neutral,4.5,19
E01002562,0.543,7,0.257,Positive,4.329,6561
E01002563,0.401,3,0.347,Neutral,4.633,180
E01002565,0.306,5,0.42,Very Negative,4.88,132
E01002566,0.66,9,0.148,Positive,4.111,1840
E01002567,0.562,2,0.069,Neutral,4.4,207
E01002568,0.746,2,0.198,Positive,4.85,14
E01002569,0.64,3,0.013,Positive,4.233,224
E01002570,0.352,2,0.497,Very Negative,5.0,17
E01002571,0.569,4,0.058,Neutral,4.5,200
E01002572,0.613,2,0.082,Neutral,4.5,19
E01002573,0.679,3,0.025,Positive,4.4,247
E01002574,0.617,6,0.324,Very Positive,3.883,253
E01002575,0.746,3,0.132,Positive,4.367,177
E01002577,0.607,1,,Positive,4.6,4027
E01002578,0.584,1,,Neutral,4.1,9
E01002579,0.589,2,0.033,Neutral,4.05,146
E01002581,0.451,1,,Negative,4.4,9
E01002582,0.76,3,0.154,Positive,3.5,35
E01002583,0.682,2,0.007,Positive,4.6,98
E01002584,0.273,2,0.386,Neutral,3.8,114
E01002585,0.496,1,,Negative,4.3,32
E01002586,0.0,1,,Very Negative,3.0,1
E01002587,0.889,1,,Very Positive,1.1,37
E01002588,0.76,1,,Very Positive,2.3,16
E01002589,0.676,2,0.14,Neutral,3.2,61
E01002592,0.585,3,0.103,Neutral,4.3,1922
E01002610,0.778,1,,Very Positive,4.8,397
E01002612,0.558,2,0.067,Neutral,3.95,5892
E01002614,0.605,1,,Positive,5.0,2
E01002615,0.542,1,,Neutral,3.3,10
E01002616,0.796,1,,Very Positive,4.4,16
E01002618,0.623,1,,Positive,5.0,1
E01002619,0.62,1,,Positive,4.2,13
E01002620,0.695,3,0.219,Neutral,3.6,954
E01002621,0.39,3,0.339,Neutral,4.733,59
E01002623,0.724,3,0.082,Very Positive,4.4,174
E01002624,0.511,5,0.082,Negative,3.72,616
E01002626,0.599,3,0.095,Neutral,4.367,149
E01002628,0.687,4,0.043,Positive,4.075,183
E01002629,0.66,4,0.111,Positive,4.15,1380
E01002630,0.602,2,0.109,Neutral,4.6,102
E01002632,0.762,1,,Very Positive,4.4,5
E01002635,0.583,2,0.132,Negative,3.6,104
E01002637,0.696,1,,Positive,4.1,4559
E01002639,0.493,1,,Negative,4.5,2
E01002640,0.617,2,0.127,Neutral,4.3,43
E01002641,0.549,13,0.212,Neutral,4.0,1704
E01002642,0.511,15,0.236,Neutral,3.713,2721
E01002643,0.635,2,0.064,Neutral,4.5,503
E01002645,0.691,2,0.09,Positive,4.2,886
E01002646,0.43,1,,Negative,3.0,2
E01002648,0.714,2,0.222,Neutral,4.05,113
E01002649,0.529,1,,Neutral,4.1,18
E01002650,0.661,2,0.008,Positive,4.45,1448
E01002652,0.895,1,,Very Positive,5.0,4
E01002655,0.722,1,,Very Positive,3.8,61
E01002656,0.598,1,,Neutral,5.0,7
E01002659,0.505,1,,Neutral,4.8,8
E01002660,0.652,1,,Positive,4.2,338
E01002661,0.531,1,,Neutral,3.9,9
E01002662,0.702,3,0.219,Very Positive,3.433,8
E01002663,0.64,3,0.073,Positive,3.167,330
E01002664,0.488,4,0.326,Positive,4.65,598
E01002667,0.592,1,,Neutral,4.7,7
E01002668,0.67,3,0.01,Positive,4.467,57
E01002672,0.653,1,,Positive,4.0,1946
E01002674,0.0,1,,Very Negative,4.0,1
E01002676,0.504,3,0.082,Neutral,4.133,191
E01002677,0.592,1,,Neutral,4.5,30
E01002678,0.446,6,0.224,Negative,4.417,4595
E01002679,0.657,4,0.157,Very Positive,4.5,617
E01002680,0.608,3,0.037,Neutral,4.233,293
E01002681,0.821,1,,Very Positive,2.7,1126
E01002682,0.5,1,,Negative,4.4,8
E01002684,0.681,1,,Positive,5.0,4
E01002686,0.694,2,0.112,Positive,4.55,5835
E01002687,0.694,1,,Positive,4.7,285
E01002691,0.697,2,0.136,Positive,4.35,128
E01002692,0.597,4,0.103,Neutral,3.875,145
E01002693,0.706,3,0.066,Very Positive,4.2,102
E01002694,0.392,2,0.554,Very Negative,4.85,41
E01002695,0.647,4,0.116,Very Positive,3.675,42
E01002696,0.635,4,0.1,Positive,3.9,488
E01002697,0.971,1,,Very Positive,5.0,1
E01002699,0.307,2,0.434,Positive,4.6,6
E01002700,0.546,1,,Neutral,4.3,685
E01002701,0.714,9,0.162,Very Positive,3.678,1106
E01002704,0.596,12,0.111,Neutral,3.767,2114
E01002706,0.61,2,0.013,Positive,4.15,202
E01002708,0.663,1,,Positive,4.1,272
E01002709,0.629,2,0.219,Negative,4.45,16
E01002710,0.682,3,0.121,Neutral,4.767,2427
E01002711,0.808,2,0.088,Very Positive,4.9,426
E01002712,0.32,5,0.3,Very Negative,4.36,54
E01002713,0.586,2,0.159,Negative,4.55,24
E01002714,0.616,2,0.032,Neutral,4.1,37
E01002717,0.561,1,,Neutral,4.7,454
E01002719,0.588,3,0.152,Negative,4.1,18
E01002720,0.365,3,0.356,Very Negative,4.833,25
E01002721,0.636,1,,Positive,4.4,613
E01002723,0.676,4,0.096,Positive,4.625,542
E01002724,0.56,9,0.217,Positive,4.433,826
E01002725,0.608,2,0.024,Neutral,4.45,159
E01002726,0.605,4,0.083,Positive,3.55,167
E01002727,0.744,2,0.057,Very Positive,4.65,268
E01002729,0.509,5,0.291,Positive,4.36,516
E01002731,0.585,4,0.128,Positive,4.075,311
E01002734,0.513,4,0.082,Negative,4.35,386
E01002739,0.54,1,,Neutral,2.0,1
E01002740,0.65,7,0.151,Positive,4.514,5577
E01002747,0.642,1,,Positive,4.1,60
E01002755,0.707,1,,Very Positive,4.6,1893
E01002762,0.677,2,0.146,Neutral,3.9,111
E01002765,0.69,3,0.121,Neutral,3.4,62
E01002766,0.864,1,,Very Positive,4.4,35
E01002769,0.422,1,,Negative,3.7,3
E01002770,0.509,3,0.134,Neutral,4.433,156
E01002771,0.427,1,,Negative,2.3,4
E01002772,0.389,1,,Very Negative,4.5,2
E01002773,0.66,1,,Positive,3.1,971
E01002775,0.64,2,0.1,Neutral,4.5,59
E01002776,0.686,2,0.029,Positive,4.65,49
E01002777,0.646,3,0.016,Positive,4.6,107
E01002789,0.499,1,,Negative,3.5,75
E01002790,0.524,4,0.183,Neutral,3.85,46
E01002791,0.354,6,0.275,Neutral,4.333,2742
E01002792,0.63,4,0.106,Neutral,4.45,278
E01002793,0.535,13,0.197,Positive,4.038,154
E01002794,0.515,16,0.276,Positive,4.075,5998
E01002795,0.572,8,0.157,Neutral,3.85,706
E01002797,0.527,1,,Neutral,4.6,5
E01002798,0.737,5,0.141,Very Positive,3.94,209
E01002799,0.64,1,,Positive,5.0,2
E01002800,0.558,2,0.089,Negative,4.85,26
E01002801,0.636,5,0.098,Neutral,4.66,62
E01002802,0.629,2,0.098,Neutral,4.75,239
E01002803,0.575,6,0.072,Neutral,4.267,562
E01002804,0.576,1,,Neutral,4.3,38
E01002809,0.0,1,,Very Negative,5.0,1
E01002812,0.574,6,0.297,Very Positive,3.833,452
E01002813,0.602,4,0.217,Very Positive,4.175,225
E01002816,0.601,3,0.083,Positive,4.767,119
E01002817,0.666,6,0.155,Positive,4.583,273
E01002818,0.628,4,0.059,Positive,3.975,457
E01002819,0.691,5,0.09,Positive,4.6,2519
E01002820,0.647,7,0.054,Positive,4.6,30852
E01002821,0.611,10,0.241,Very Positive,4.54,63192
E01002823,0.555,1,,Neutral,3.6,52
E01002825,0.598,8,0.152,Neutral,3.55,357
E01002826,0.524,19,0.203,Neutral,4.147,32089
E01002827,0.527,6,0.309,Very Positive,4.333,5050
E01002828,0.735,1,,Very Positive,4.5,39
E01002830,0.45,1,,Negative,3.0,4
E01002831,0.552,2,0.049,Neutral,4.1,149
E01002832,0.53,1,,Neutral,4.4,79
E01002834,0.667,2,0.026,Positive,4.7,68
E01002835,0.563,3,0.099,Negative,4.167,1579
E01002836,0.496,1,,Negative,3.8,10
E01002837,0.897,1,,Very Positive,5.0,1
E01002839,0.33,2,0.467,Positive,3.45,14
E01002840,0.505,1,,Neutral,4.0,1
E01002842,0.609,1,,Positive,3.9,60
E01002843,0.0,1,,Very Negative,5.0,1
E01002844,0.626,2,0.051,Neutral,4.45,228
E01002845,0.509,1,,Neutral,4.5,74
E01002847,0.638,2,0.095,Neutral,3.75,704
E01002850,0.805,2,0.087,Very Positive,4.35,6
E01002852,0.544,2,0.121,Negative,4.55,60
E01002854,0.5,1,,Negative,4.0,71
E01002856,0.663,1,,Positive,4.7,11
E01002858,0.639,2,0.142,Neutral,3.25,46
E01002859,0.745,2,0.099,Positive,4.2,266
E01002862,0.735,1,,Very Positive,3.9,14
E01002864,0.642,5,0.064,Positive,4.5,41652
E01002865,0.662,2,0.053,Positive,4.8,325
E01002866,0.0,1,,Very Negative,5.0,1
E01002867,0.652,1,,Positive,4.0,139
E01002868,0.675,2,0.006,Positive,3.65,11
E01002869,0.537,4,0.362,Very Positive,4.25,98
E01002871,0.711,2,0.111,Positive,4.2,86
E01002872,0.633,1,,Positive,4.3,457
E01002873,0.63,1,,Positive,4.4,111
E01002877,0.656,1,,Positive,4.3,732
E01002879,0.589,1,,Neutral,4.4,1752
E01002880,0.565,1,,Neutral,4.0,73
E01002883,0.756,2,0.034,Very Positive,4.8,284
E01002884,0.699,5,0.159,Positive,4.16,651
E01002885,0.0,1,,Very Negative,5.0,1
E01002886,0.694,1,,Positive,4.8,6
E01002887,0.582,3,0.195,Negative,4.633,19
E01002888,0.614,3,0.241,Positive,3.633,129
E01002889,0.555,11,0.222,Positive,4.427,558
E01002890,0.801,2,0.01,Very Positive,4.15,141
E01002891,0.286,2,0.404,Neutral,4.6,11
E01002892,0.0,1,,Very Negative,5.0,1
E01002894,0.552,2,0.022,Neutral,4.15,80
E01002897,0.471,3,0.415,Positive,4.633,585
E01002898,0.689,1,,Positive,4.2,45
E01002900,0.643,2,0.166,Neutral,4.8,2038
E01002901,0.603,2,0.226,Negative,4.65,2677
E01002902,0.583,7,0.28,Very Positive,4.557,13845
E01002906,0.645,1,,Positive,4.5,30
E01002910,0.56,3,0.119,Positive,4.633,65
E01002912,0.54,4,0.363,Very Positive,4.125,1029
E01002913,0.657,2,0.086,Neutral,4.25,86
E01002914,0.633,4,0.145,Very Positive,4.475,1068
E01002916,0.646,2,0.13,Neutral,4.15,364
E01002917,0.603,2,0.099,Neutral,4.5,33
E01002919,0.612,3,0.02,Positive,4.2,60
E01002921,0.612,1,,Positive,4.8,61
E01002923,0.606,1,,Positive,4.8,5
E01002925,0.598,3,0.106,Positive,3.8,390
E01002926,0.519,2,0.048,Negative,3.9,63
E01002927,0.729,1,,Very Positive,5.0,6
E01002928,0.513,5,0.298,Positive,4.7,111
E01002929,0.551,1,,Neutral,4.4,7
E01002930,0.598,2,0.019,Neutral,3.15,95
E01002931,0.675,1,,Positive,3.7,54
E01002932,0.5,1,,Negative,4.3,313
E01002933,0.452,1,,Negative,4.7,26
E01002935,0.525,6,0.28,Positive,4.3,252
E01002937,0.735,3,0.127,Very Positive,4.467,918
E01002941,0.31,2,0.438,Positive,4.85,17
E01002948,0.709,1,,Very Positive,4.2,521
E01002952,0.401,4,0.279,Negative,3.95,41
E01002953,0.808,1,,Very Positive,3.9,92
E01002954,0.516,11,0.293,Positive,3.482,964
E01002955,0.668,1,,Positive,4.7,115
E01002956,0.551,4,0.034,Neutral,4.6,339
E01002958,0.0,1,,Very Negative,5.0,3
E01002960,0.551,2,0.01,Neutral,4.45,35
E01002961,0.609,3,0.184,Negative,4.433,53
E01002962,0.575,1,,Neutral,5.0,2
E01002964,0.554,11,0.203,Positive,4.3,951
E01002965,0.436,8,0.281,Positive,4.05,702
E01002966,0.583,1,,Neutral,3.9,11
E01002968,0.595,32,0.179,Positive,3.947,19652
E01002971,0.489,4,0.343,Neutral,4.525,74
E01002972,0.557,4,0.373,Very Positive,4.5,49
E01002973,0.568,3,0.121,Positive,4.667,154
E01002974,0.387,3,0.339,Neutral,3.833,285
