LSOA_CODE,AvgPrice,MeanPTAL,MedianPTAL,Population,Area_km2,MeanSentiment,SentimentSD,ReviewCount,NearestStation_m,StationsWithin500m,NearestRail_m,StreetLength_m,StreetDensity_m_per_m2,StreetSegments,LandUse_Diversity,LandUse_Area
E01000001,837500.0,74.8180601783017,76.15040360552386,1615.0,0.1298653144352724,0.427,0.312,1505.0,37.20475761882215,29,224.6381548530296,2099.098049067331,0.0161636514246878,43,4,38011.199254873325
E01000002,850000.0,85.32489842736243,88.89995348692091,1493.0,0.2284197823039495,0.524,0.188,5819.0,195.1768083463368,30,144.0611574190192,3258.5163952816715,0.0142655017454793,55,5,88486.28424288688
E01000003,540000.0,53.411382948394795,54.11454133117997,1573.0,0.0590542046107525,0.317,0.1743877204176334,3.0,120.9773134998089,28,189.82912798251425,578.8785655714419,0.0098025271271575,11,3,28201.764815431376
E01000005,594902.53578221,82.42891172711114,86.64998457587866,1090.0,0.1895777094930802,0.675,0.1,1067.0,51.62544890781877,35,26.831724013977375,3449.6176775116587,0.018196377580364,70,4,128388.32634469256
E01000006,241000.0,24.153971080768297,27.931273068282813,1612.0,0.1465369957195206,0.5341375741254142,0.1351569353536292,1313.3470150631283,387.0546387074955,10,153.35579701834135,2332.4825431999625,0.0159174145546523,26,1,118840.25057002236
E01000007,310000.0,32.603954237848924,31.860012002761223,1535.0,0.2000939927062876,0.485,0.283,3438.0,206.0016230174845,25,89.31058873687806,3038.139042638067,0.0151835626102252,53,6,112372.44676678086
E01000008,381859.8253697447,8.391131601399604,6.024137573264315,1444.0,0.2169013937216285,0.5138340408144568,0.1035422544567459,152.54138750436397,205.4633840985775,6,367.80451418766114,1477.094499838953,0.0068099719326803,23,5,183648.3552526041
E01000009,235000.0,37.753209235215536,36.86124911708909,1561.0,0.127959927472488,0.639,0.0953559964544054,933.0,112.22755261361932,21,191.19546660884245,2302.993067046027,0.0179975036521873,44,3,101238.9898675692
E01000010,194000.0,14.192123879378638,14.722099836168251,1452.0,0.3520682750669995,0.589,0.139,4740.0,121.04387511122442,24,320.71673888182664,4199.123693813319,0.0119270152728592,69,5,200586.40915959407
E01000011,380196.56598637474,31.701426240148617,31.68102356304376,1443.0,0.0916322815254474,0.0,0.0546538234096739,3.0,121.96846986059796,22,142.2109259143865,1502.9939818358357,0.0164027604064332,16,3,87658.63836167847
E01000012,242500.0,18.288953901559083,21.551302364015697,1396.0,0.1437746975779258,0.5873350153127771,0.2011512944198921,1029.4086559833436,211.21925590686843,7,36.59815471957528,1498.9195778299204,0.010425552892969,28,4,102162.73331078632
